city,city_ascii,state_id,state_name,county_fips,county_name
Abbeville,Abbeville,SC,South Carolina,45001,Abbeville
Calhoun Falls,Calhoun Falls,SC,South Carolina,45001,Abbeville
Due West,Due West,SC,South Carolina,45001,Abbeville
Lake Secession,Lake Secession,SC,South Carolina,45001,Abbeville
Donalds,Donalds,SC,South Carolina,45001,Abbeville
Lowndesville,Lowndesville,SC,South Carolina,45001,Abbeville
Antreville,Antreville,SC,South Carolina,45001,Abbeville
Crowley,Crowley,LA,Louisiana,22001,Acadia
Rayne,Rayne,LA,Louisiana,22001,Acadia
Church Point,Church Point,LA,Louisiana,22001,Acadia
Iota,Iota,LA,Louisiana,22001,Acadia
Estherwood,Estherwood,LA,Louisiana,22001,Acadia
Morse,Morse,LA,Louisiana,22001,Acadia
Mermentau,Mermentau,LA,Louisiana,22001,Acadia
Egan,Egan,LA,Louisiana,22001,Acadia
Branch,Branch,LA,Louisiana,22001,Acadia
Chincoteague,Chincoteague,VA,Virginia,51001,Accomack
Onancock,Onancock,VA,Virginia,51001,Accomack
Captains Cove,Captains Cove,VA,Virginia,51001,Accomack
Wattsville,Wattsville,VA,Virginia,51001,Accomack
Pastoria,Pastoria,VA,Virginia,51001,Accomack
Boston,Boston,VA,Virginia,51001,Accomack
Parksley,Parksley,VA,Virginia,51001,Accomack
Atlantic,Atlantic,VA,Virginia,51001,Accomack
Tangier,Tangier,VA,Virginia,51001,Accomack
Horntown,Horntown,VA,Virginia,51001,Accomack
Metompkin,Metompkin,VA,Virginia,51001,Accomack
Onley,Onley,VA,Virginia,51001,Accomack
Mappsville,Mappsville,VA,Virginia,51001,Accomack
Accomac,Accomac,VA,Virginia,51001,Accomack
Nelsonia,Nelsonia,VA,Virginia,51001,Accomack
Tasley,Tasley,VA,Virginia,51001,Accomack
Savageville,Savageville,VA,Virginia,51001,Accomack
Melfa,Melfa,VA,Virginia,51001,Accomack
Bloxom,Bloxom,VA,Virginia,51001,Accomack
Quinby,Quinby,VA,Virginia,51001,Accomack
Chase Crossing,Chase Crossing,VA,Virginia,51001,Accomack
Makemie Park,Makemie Park,VA,Virginia,51001,Accomack
Bayside,Bayside,VA,Virginia,51001,Accomack
Temperanceville,Temperanceville,VA,Virginia,51001,Accomack
Saxis,Saxis,VA,Virginia,51001,Accomack
Pungoteague,Pungoteague,VA,Virginia,51001,Accomack
Painter,Painter,VA,Virginia,51001,Accomack
Wachapreague,Wachapreague,VA,Virginia,51001,Accomack
Harborton,Harborton,VA,Virginia,51001,Accomack
Hallwood,Hallwood,VA,Virginia,51001,Accomack
Greenbush,Greenbush,VA,Virginia,51001,Accomack
Whitesville,Whitesville,VA,Virginia,51001,Accomack
Gargatha,Gargatha,VA,Virginia,51001,Accomack
Keller,Keller,VA,Virginia,51001,Accomack
Cats Bridge,Cats Bridge,VA,Virginia,51001,Accomack
Modest Town,Modest Town,VA,Virginia,51001,Accomack
Bobtown,Bobtown,VA,Virginia,51001,Accomack
Southside Chesconessex,Southside Chesconessex,VA,Virginia,51001,Accomack
Oak Hall,Oak Hall,VA,Virginia,51001,Accomack
Sanford,Sanford,VA,Virginia,51001,Accomack
New Church,New Church,VA,Virginia,51001,Accomack
Lee Mont,Lee Mont,VA,Virginia,51001,Accomack
Mappsburg,Mappsburg,VA,Virginia,51001,Accomack
Savage Town,Savage Town,VA,Virginia,51001,Accomack
Deep Creek,Deep Creek,VA,Virginia,51001,Accomack
Greenbackville,Greenbackville,VA,Virginia,51001,Accomack
Boise,Boise,ID,Idaho,16001,Ada
Meridian,Meridian,ID,Idaho,16001,Ada
Eagle,Eagle,ID,Idaho,16001,Ada
Kuna,Kuna,ID,Idaho,16001,Ada
Garden City,Garden City,ID,Idaho,16001,Ada
Star,Star,ID,Idaho,16001,Ada
Hidden Springs,Hidden Springs,ID,Idaho,16001,Ada
Kirksville,Kirksville,MO,Missouri,29001,Adair
Columbia,Columbia,KY,Kentucky,21001,Adair
Stilwell,Stilwell,OK,Oklahoma,40001,Adair
Greenfield,Greenfield,IA,Iowa,19001,Adair
Westville,Westville,OK,Oklahoma,40001,Adair
Cherry Tree,Cherry Tree,OK,Oklahoma,40001,Adair
Fontanelle,Fontanelle,IA,Iowa,19001,Adair
Fairfield,Fairfield,OK,Oklahoma,40001,Adair
Rocky Mountain,Rocky Mountain,OK,Oklahoma,40001,Adair
Wauhillau,Wauhillau,OK,Oklahoma,40001,Adair
Proctor,Proctor,OK,Oklahoma,40001,Adair
Novinger,Novinger,MO,Missouri,29001,Adair
Old Green,Old Green,OK,Oklahoma,40001,Adair
Bell,Bell,OK,Oklahoma,40001,Adair
Orient,Orient,IA,Iowa,19001,Adair
Peavine,Peavine,OK,Oklahoma,40001,Adair
Titanic,Titanic,OK,Oklahoma,40001,Adair
Greasy,Greasy,OK,Oklahoma,40001,Adair
Watts,Watts,OK,Oklahoma,40001,Adair
West Peavine,West Peavine,OK,Oklahoma,40001,Adair
Lyons Switch,Lyons Switch,OK,Oklahoma,40001,Adair
Brashear,Brashear,MO,Missouri,29001,Adair
Elm Grove,Elm Grove,OK,Oklahoma,40001,Adair
Chewey,Chewey,OK,Oklahoma,40001,Adair
Bridgewater,Bridgewater,IA,Iowa,19001,Adair
Christie,Christie,OK,Oklahoma,40001,Adair
Mulberry,Mulberry,OK,Oklahoma,40001,Adair
Gibbs,Gibbs,MO,Missouri,29001,Adair
Millard,Millard,MO,Missouri,29001,Adair
Piney,Piney,OK,Oklahoma,40001,Adair
Zion,Zion,OK,Oklahoma,40001,Adair
Aurora,Aurora,CO,Colorado,8001,Adams
Thornton,Thornton,CO,Colorado,8001,Adams
Westminster,Westminster,CO,Colorado,8001,Adams
Commerce City,Commerce City,CO,Colorado,8001,Adams
Quincy,Quincy,IL,Illinois,17001,Adams
Brighton,Brighton,CO,Colorado,8001,Adams
Northglenn,Northglenn,CO,Colorado,8001,Adams
Natchez,Natchez,MS,Mississippi,28001,Adams
Hastings,Hastings,NE,Nebraska,31001,Adams
Sherrelwood,Sherrelwood,CO,Colorado,8001,Adams
Welby,Welby,CO,Colorado,8001,Adams
Federal Heights,Federal Heights,CO,Colorado,8001,Adams
Othello,Othello,WA,Washington,53001,Adams
Berkley,Berkley,CO,Colorado,8001,Adams
Decatur,Decatur,IN,Indiana,18001,Adams
Derby,Derby,CO,Colorado,8001,Adams
Twin Lakes,Twin Lakes,CO,Colorado,8001,Adams
Gettysburg,Gettysburg,PA,Pennsylvania,42001,Adams
Littlestown,Littlestown,PA,Pennsylvania,42001,Adams
Berne,Berne,IN,Indiana,18001,Adams
Shaw Heights,Shaw Heights,CO,Colorado,8001,Adams
Bonneauville,Bonneauville,PA,Pennsylvania,42001,Adams
Todd Creek,Todd Creek,CO,Colorado,8001,Adams
Carroll Valley,Carroll Valley,PA,Pennsylvania,42001,Adams
West Union,West Union,OH,Ohio,39001,Adams
McSherrystown,McSherrystown,PA,Pennsylvania,42001,Adams
Bennett,Bennett,CO,Colorado,8001,Adams
Lake Meade,Lake Meade,PA,Pennsylvania,42001,Adams
Lake Heritage,Lake Heritage,PA,Pennsylvania,42001,Adams
Midway,Midway,PA,Pennsylvania,42001,Adams
Manchester,Manchester,OH,Ohio,39001,Adams
Adams,Adams,WI,Wisconsin,55001,Adams
New Oxford,New Oxford,PA,Pennsylvania,42001,Adams
Morgantown,Morgantown,MS,Mississippi,28001,Adams
Peebles,Peebles,OH,Ohio,39001,Adams
Ritzville,Ritzville,WA,Washington,53001,Adams
East Berlin,East Berlin,PA,Pennsylvania,42001,Adams
Corning,Corning,IA,Iowa,19003,Adams
Geneva,Geneva,IN,Indiana,18001,Adams
Biglerville,Biglerville,PA,Pennsylvania,42001,Adams
Hettinger,Hettinger,ND,North Dakota,38001,Adams
Camp Point,Camp Point,IL,Illinois,17001,Adams
Abbottstown,Abbottstown,PA,Pennsylvania,42001,Adams
Winchester,Winchester,OH,Ohio,39001,Adams
Payson,Payson,IL,Illinois,17001,Adams
Kenesaw,Kenesaw,NE,Nebraska,31001,Adams
Mendon,Mendon,IL,Illinois,17001,Adams
Arendtsville,Arendtsville,PA,Pennsylvania,42001,Adams
Seaman,Seaman,OH,Ohio,39001,Adams
Council,Council,ID,Idaho,16003,Adams
Monroe,Monroe,IN,Indiana,18001,Adams
Lake Arrowhead,Lake Arrowhead,WI,Wisconsin,55001,Adams
Heidlersburg,Heidlersburg,PA,Pennsylvania,42001,Adams
Juniata,Juniata,NE,Nebraska,31001,Adams
Lake Camelot,Lake Camelot,WI,Wisconsin,55001,Adams
York Springs,York Springs,PA,Pennsylvania,42001,Adams
Clayton,Clayton,IL,Illinois,17001,Adams
Cloverdale,Cloverdale,MS,Mississippi,28001,Adams
Friendship,Friendship,WI,Wisconsin,55001,Adams
Bendersville,Bendersville,PA,Pennsylvania,42001,Adams
Golden,Golden,IL,Illinois,17001,Adams
Hunterstown,Hunterstown,PA,Pennsylvania,42001,Adams
North Washington,North Washington,CO,Colorado,8001,Adams
Ursa,Ursa,IL,Illinois,17001,Adams
Lind,Lind,WA,Washington,53001,Adams
New Meadows,New Meadows,ID,Idaho,16003,Adams
Dellwood,Dellwood,WI,Wisconsin,55001,Adams
Fairfield,Fairfield,PA,Pennsylvania,42001,Adams
Liberty,Liberty,IL,Illinois,17001,Adams
Lake Sherwood,Lake Sherwood,WI,Wisconsin,55001,Adams
Cherry Fork,Cherry Fork,OH,Ohio,39001,Adams
Loraine,Loraine,IL,Illinois,17001,Adams
Roseland,Roseland,NE,Nebraska,31001,Adams
Plainville,Plainville,IL,Illinois,17001,Adams
Holstein,Holstein,NE,Nebraska,31001,Adams
Prescott,Prescott,IA,Iowa,19003,Adams
Bentonville,Bentonville,OH,Ohio,39001,Adams
Cashtown,Cashtown,PA,Pennsylvania,42001,Adams
Aspers,Aspers,PA,Pennsylvania,42001,Adams
Idaville,Idaville,PA,Pennsylvania,42001,Adams
Washtucna,Washtucna,WA,Washington,53001,Adams
McKnightstown,McKnightstown,PA,Pennsylvania,42001,Adams
Arkdale,Arkdale,WI,Wisconsin,55001,Adams
Lima,Lima,IL,Illinois,17001,Adams
Reeder,Reeder,ND,North Dakota,38001,Adams
Grand Marsh,Grand Marsh,WI,Wisconsin,55001,Adams
Coatsburg,Coatsburg,IL,Illinois,17001,Adams
Gardners,Gardners,PA,Pennsylvania,42001,Adams
Ayr,Ayr,NE,Nebraska,31001,Adams
Orrtanna,Orrtanna,PA,Pennsylvania,42001,Adams
Hatton,Hatton,WA,Washington,53001,Adams
Nodaway,Nodaway,IA,Iowa,19003,Adams
Columbus,Columbus,IL,Illinois,17001,Adams
Rome,Rome,OH,Ohio,39001,Adams
Prosser,Prosser,NE,Nebraska,31001,Adams
La Prairie,La Prairie,IL,Illinois,17001,Adams
Table Rock,Table Rock,PA,Pennsylvania,42001,Adams
Carbon,Carbon,IA,Iowa,19003,Adams
Bucyrus,Bucyrus,ND,North Dakota,38001,Adams
Haynes,Haynes,ND,North Dakota,38001,Adams
Vergennes,Vergennes,VT,Vermont,50001,Addison
East Middlebury,East Middlebury,VT,Vermont,50001,Addison
Adjuntas,Adjuntas,PR,Puerto Rico,72001,Adjuntas
Luyando,Luyando,PR,Puerto Rico,72003,Aguada
Aguada,Aguada,PR,Puerto Rico,72003,Aguada
Aguadilla,Aguadilla,PR,Puerto Rico,72005,Aguadilla
Cabán,Caban,PR,Puerto Rico,72005,Aguadilla
San Antonio,San Antonio,PR,Puerto Rico,72005,Aguadilla
Rafael Hernández,Rafael Hernandez,PR,Puerto Rico,72005,Aguadilla
Aguas Buenas,Aguas Buenas,PR,Puerto Rico,72007,Aguas Buenas
Santa Clara,Santa Clara,PR,Puerto Rico,72007,Aguas Buenas
Aibonito,Aibonito,PR,Puerto Rico,72009,Aibonito
Pastos,Pastos,PR,Puerto Rico,72009,Aibonito
Aiken,Aiken,SC,South Carolina,45003,Aiken
North Augusta,North Augusta,SC,South Carolina,45003,Aiken
Belvedere,Belvedere,SC,South Carolina,45003,Aiken
Clearwater,Clearwater,SC,South Carolina,45003,Aiken
Graniteville,Graniteville,SC,South Carolina,45003,Aiken
Gloverville,Gloverville,SC,South Carolina,45003,Aiken
Burnettown,Burnettown,SC,South Carolina,45003,Aiken
New Ellenton,New Ellenton,SC,South Carolina,45003,Aiken
Langley,Langley,SC,South Carolina,45003,Aiken
Jackson,Jackson,SC,South Carolina,45003,Aiken
Warrenville,Warrenville,SC,South Carolina,45003,Aiken
Wagener,Wagener,SC,South Carolina,45003,Aiken
Salley,Salley,SC,South Carolina,45003,Aiken
Perry,Perry,SC,South Carolina,45003,Aiken
Monetta,Monetta,SC,South Carolina,45003,Aiken
Windsor,Windsor,SC,South Carolina,45003,Aiken
Aitkin,Aitkin,MN,Minnesota,27001,Aitkin
Hill City,Hill City,MN,Minnesota,27001,Aitkin
McGregor,McGregor,MN,Minnesota,27001,Aitkin
Palisade,Palisade,MN,Minnesota,27001,Aitkin
Tamarack,Tamarack,MN,Minnesota,27001,Aitkin
McGrath,McGrath,MN,Minnesota,27001,Aitkin
Gainesville,Gainesville,FL,Florida,12001,Alachua
Alachua,Alachua,FL,Florida,12001,Alachua
Newberry,Newberry,FL,Florida,12001,Alachua
High Springs,High Springs,FL,Florida,12001,Alachua
Hawthorne,Hawthorne,FL,Florida,12001,Alachua
Archer,Archer,FL,Florida,12001,Alachua
Waldo,Waldo,FL,Florida,12001,Alachua
Micanopy,Micanopy,FL,Florida,12001,Alachua
La Crosse,La Crosse,FL,Florida,12001,Alachua
Burlington,Burlington,NC,North Carolina,37001,Alamance
Mebane,Mebane,NC,North Carolina,37001,Alamance
Graham,Graham,NC,North Carolina,37001,Alamance
Elon,Elon,NC,North Carolina,37001,Alamance
Glen Raven,Glen Raven,NC,North Carolina,37001,Alamance
Haw River,Haw River,NC,North Carolina,37001,Alamance
Green Level,Green Level,NC,North Carolina,37001,Alamance
Saxapahaw,Saxapahaw,NC,North Carolina,37001,Alamance
Swepsonville,Swepsonville,NC,North Carolina,37001,Alamance
Alamance,Alamance,NC,North Carolina,37001,Alamance
Woodlawn,Woodlawn,NC,North Carolina,37001,Alamance
Ossipee,Ossipee,NC,North Carolina,37001,Alamance
Altamahaw,Altamahaw,NC,North Carolina,37001,Alamance
Oakland,Oakland,CA,California,6001,Alameda
Fremont,Fremont,CA,California,6001,Alameda
Hayward,Hayward,CA,California,6001,Alameda
Berkeley,Berkeley,CA,California,6001,Alameda
Livermore,Livermore,CA,California,6001,Alameda
San Leandro,San Leandro,CA,California,6001,Alameda
Pleasanton,Pleasanton,CA,California,6001,Alameda
Alameda,Alameda,CA,California,6001,Alameda
Union City,Union City,CA,California,6001,Alameda
Dublin,Dublin,CA,California,6001,Alameda
Castro Valley,Castro Valley,CA,California,6001,Alameda
Newark,Newark,CA,California,6001,Alameda
San Lorenzo,San Lorenzo,CA,California,6001,Alameda
Ashland,Ashland,CA,California,6001,Alameda
Albany,Albany,CA,California,6001,Alameda
Cherryland,Cherryland,CA,California,6001,Alameda
Emeryville,Emeryville,CA,California,6001,Alameda
Piedmont,Piedmont,CA,California,6001,Alameda
Fairview,Fairview,CA,California,6001,Alameda
Sunol,Sunol,CA,California,6001,Alameda
Alamosa,Alamosa,CO,Colorado,8003,Alamosa
Alamosa East,Alamosa East,CO,Colorado,8003,Alamosa
Hooper,Hooper,CO,Colorado,8003,Alamosa
Albany,Albany,NY,New York,36001,Albany
Laramie,Laramie,WY,Wyoming,56001,Albany
Cohoes,Cohoes,NY,New York,36001,Albany
Watervliet,Watervliet,NY,New York,36001,Albany
Westmere,Westmere,NY,New York,36001,Albany
Ravena,Ravena,NY,New York,36001,Albany
Menands,Menands,NY,New York,36001,Albany
Voorheesville,Voorheesville,NY,New York,36001,Albany
Green Island,Green Island,NY,New York,36001,Albany
Altamont,Altamont,NY,New York,36001,Albany
Centennial,Centennial,WY,Wyoming,56001,Albany
Preston-Potter Hollow,Preston-Potter Hollow,NY,New York,36001,Albany
Rock River,Rock River,WY,Wyoming,56001,Albany
Woods Landing-Jelm,Woods Landing-Jelm,WY,Wyoming,56001,Albany
Albany,Albany,WY,Wyoming,56001,Albany
Fox Park,Fox Park,WY,Wyoming,56001,Albany
University of Virginia,University of Virginia,VA,Virginia,51003,Albemarle
Hollymead,Hollymead,VA,Virginia,51003,Albemarle
Crozet,Crozet,VA,Virginia,51003,Albemarle
Pantops,Pantops,VA,Virginia,51003,Albemarle
Rivanna,Rivanna,VA,Virginia,51003,Albemarle
Piney Mountain,Piney Mountain,VA,Virginia,51003,Albemarle
Esmont,Esmont,VA,Virginia,51003,Albemarle
Scottsville,Scottsville,VA,Virginia,51003,Albemarle
Ivy,Ivy,VA,Virginia,51003,Albemarle
Free Union,Free Union,VA,Virginia,51003,Albemarle
Hubbard Lake,Hubbard Lake,MI,Michigan,26001,Alcona
Harrisville,Harrisville,MI,Michigan,26001,Alcona
Lost Lake Woods,Lost Lake Woods,MI,Michigan,26001,Alcona
Lincoln,Lincoln,MI,Michigan,26001,Alcona
Corinth,Corinth,MS,Mississippi,28003,Alcorn
Farmington,Farmington,MS,Mississippi,28003,Alcorn
Glen,Glen,MS,Mississippi,28003,Alcorn
Rienzi,Rienzi,MS,Mississippi,28003,Alcorn
Kossuth,Kossuth,MS,Mississippi,28003,Alcorn
Sand Point,Sand Point,AK,Alaska,2013,Aleutians East
Akutan,Akutan,AK,Alaska,2013,Aleutians East
King Cove,King Cove,AK,Alaska,2013,Aleutians East
Cold Bay,Cold Bay,AK,Alaska,2013,Aleutians East
Nelson Lagoon,Nelson Lagoon,AK,Alaska,2013,Aleutians East
False Pass,False Pass,AK,Alaska,2013,Aleutians East
Unalaska,Unalaska,AK,Alaska,2016,Aleutians West
St. Paul,St. Paul,AK,Alaska,2016,Aleutians West
Adak,Adak,AK,Alaska,2016,Aleutians West
St. George,St. George,AK,Alaska,2016,Aleutians West
Atka,Atka,AK,Alaska,2016,Aleutians West
Nikolski,Nikolski,AK,Alaska,2016,Aleutians West
Attu Station,Attu Station,AK,Alaska,2016,Aleutians West
Taylorsville,Taylorsville,NC,North Carolina,37003,Alexander
Bethlehem,Bethlehem,NC,North Carolina,37003,Alexander
Cairo,Cairo,IL,Illinois,17003,Alexander
Stony Point,Stony Point,NC,North Carolina,37003,Alexander
Olive Branch,Olive Branch,IL,Illinois,17003,Alexander
Tamms,Tamms,IL,Illinois,17003,Alexander
Thebes,Thebes,IL,Illinois,17003,Alexander
McClure,McClure,IL,Illinois,17003,Alexander
East Cape Girardeau,East Cape Girardeau,IL,Illinois,17003,Alexander
Hiddenite,Hiddenite,NC,North Carolina,37003,Alexander
Alexandria,Alexandria,VA,Virginia,51510,Alexandria
Cherokee,Cherokee,OK,Oklahoma,40003,Alfalfa
Helena,Helena,OK,Oklahoma,40003,Alfalfa
Carmen,Carmen,OK,Oklahoma,40003,Alfalfa
Goltry,Goltry,OK,Oklahoma,40003,Alfalfa
Jet,Jet,OK,Oklahoma,40003,Alfalfa
Aline,Aline,OK,Oklahoma,40003,Alfalfa
Burlington,Burlington,OK,Oklahoma,40003,Alfalfa
Nescatunga,Nescatunga,OK,Oklahoma,40003,Alfalfa
Amorita,Amorita,OK,Oklahoma,40003,Alfalfa
Byron,Byron,OK,Oklahoma,40003,Alfalfa
Lambert,Lambert,OK,Oklahoma,40003,Alfalfa
Munising,Munising,MI,Michigan,26003,Alger
Chatham,Chatham,MI,Michigan,26003,Alger
Waukon,Waukon,IA,Iowa,19005,Allamakee
Postville,Postville,IA,Iowa,19005,Allamakee
Lansing,Lansing,IA,Iowa,19005,Allamakee
New Albin,New Albin,IA,Iowa,19005,Allamakee
Harpers Ferry,Harpers Ferry,IA,Iowa,19005,Allamakee
Waterville,Waterville,IA,Iowa,19005,Allamakee
Otsego,Otsego,MI,Michigan,26005,Allegan
Allegan,Allegan,MI,Michigan,26005,Allegan
Wayland,Wayland,MI,Michigan,26005,Allegan
Plainwell,Plainwell,MI,Michigan,26005,Allegan
Douglas,Douglas,MI,Michigan,26005,Allegan
Fennville,Fennville,MI,Michigan,26005,Allegan
Saugatuck,Saugatuck,MI,Michigan,26005,Allegan
Hopkins,Hopkins,MI,Michigan,26005,Allegan
Martin,Martin,MI,Michigan,26005,Allegan
Cumberland,Cumberland,MD,Maryland,24001,Allegany
Frostburg,Frostburg,MD,Maryland,24001,Allegany
Cresaptown,Cresaptown,MD,Maryland,24001,Allegany
Westernport,Westernport,MD,Maryland,24001,Allegany
La Vale,La Vale,MD,Maryland,24001,Allegany
Houghton,Houghton,NY,New York,36003,Allegany
Bowling Green,Bowling Green,MD,Maryland,24001,Allegany
Lonaconing,Lonaconing,MD,Maryland,24001,Allegany
Belmont,Belmont,NY,New York,36003,Allegany
Potomac Park,Potomac Park,MD,Maryland,24001,Allegany
Mount Savage,Mount Savage,MD,Maryland,24001,Allegany
McCoole,McCoole,MD,Maryland,24001,Allegany
Eckhart Mines,Eckhart Mines,MD,Maryland,24001,Allegany
Stannards,Stannards,NY,New York,36003,Allegany
Bowmans Addition,Bowmans Addition,MD,Maryland,24001,Allegany
Corriganville,Corriganville,MD,Maryland,24001,Allegany
Fillmore,Fillmore,NY,New York,36003,Allegany
Canaseraga,Canaseraga,NY,New York,36003,Allegany
Pleasant Grove,Pleasant Grove,MD,Maryland,24001,Allegany
Rawlings,Rawlings,MD,Maryland,24001,Allegany
Barton,Barton,MD,Maryland,24001,Allegany
Richburg,Richburg,NY,New York,36003,Allegany
Midland,Midland,MD,Maryland,24001,Allegany
Ellerslie,Ellerslie,MD,Maryland,24001,Allegany
Midlothian,Midlothian,MD,Maryland,24001,Allegany
Zihlman,Zihlman,MD,Maryland,24001,Allegany
Shaft,Shaft,MD,Maryland,24001,Allegany
Grahamtown,Grahamtown,MD,Maryland,24001,Allegany
Moscow,Moscow,MD,Maryland,24001,Allegany
Flintstone,Flintstone,MD,Maryland,24001,Allegany
Gilmore,Gilmore,MD,Maryland,24001,Allegany
Bier,Bier,MD,Maryland,24001,Allegany
Danville,Danville,MD,Maryland,24001,Allegany
Franklin,Franklin,MD,Maryland,24001,Allegany
National,National,MD,Maryland,24001,Allegany
Klondike,Klondike,MD,Maryland,24001,Allegany
Detmold,Detmold,MD,Maryland,24001,Allegany
Vale Summit,Vale Summit,MD,Maryland,24001,Allegany
Barrelville,Barrelville,MD,Maryland,24001,Allegany
Carlos,Carlos,MD,Maryland,24001,Allegany
Dawson,Dawson,MD,Maryland,24001,Allegany
Luke,Luke,MD,Maryland,24001,Allegany
Spring Gap,Spring Gap,MD,Maryland,24001,Allegany
Oldtown,Oldtown,MD,Maryland,24001,Allegany
Woodland,Woodland,MD,Maryland,24001,Allegany
Little Orleans,Little Orleans,MD,Maryland,24001,Allegany
Clarysville,Clarysville,MD,Maryland,24001,Allegany
Clifton Forge,Clifton Forge,VA,Virginia,51005,Alleghany
Sparta,Sparta,NC,North Carolina,37005,Alleghany
Selma,Selma,VA,Virginia,51005,Alleghany
Iron Gate,Iron Gate,VA,Virginia,51005,Alleghany
Callaghan,Callaghan,VA,Virginia,51005,Alleghany
Low Moor,Low Moor,VA,Virginia,51005,Alleghany
Pittsburgh,Pittsburgh,PA,Pennsylvania,42003,Allegheny
Bethel Park,Bethel Park,PA,Pennsylvania,42003,Allegheny
Monroeville,Monroeville,PA,Pennsylvania,42003,Allegheny
Plum,Plum,PA,Pennsylvania,42003,Allegheny
Allison Park,Allison Park,PA,Pennsylvania,42003,Allegheny
West Mifflin,West Mifflin,PA,Pennsylvania,42003,Allegheny
Baldwin,Baldwin,PA,Pennsylvania,42003,Allegheny
McKeesport,McKeesport,PA,Pennsylvania,42003,Allegheny
Wilkinsburg,Wilkinsburg,PA,Pennsylvania,42003,Allegheny
Franklin Park,Franklin Park,PA,Pennsylvania,42003,Allegheny
South Park Township,South Park Township,PA,Pennsylvania,42003,Allegheny
Carnot-Moon,Carnot-Moon,PA,Pennsylvania,42003,Allegheny
Jefferson Hills,Jefferson Hills,PA,Pennsylvania,42003,Allegheny
Munhall,Munhall,PA,Pennsylvania,42003,Allegheny
Brentwood,Brentwood,PA,Pennsylvania,42003,Allegheny
Glenshaw,Glenshaw,PA,Pennsylvania,42003,Allegheny
Swissvale,Swissvale,PA,Pennsylvania,42003,Allegheny
Dormont,Dormont,PA,Pennsylvania,42003,Allegheny
Castle Shannon,Castle Shannon,PA,Pennsylvania,42003,Allegheny
Bellevue,Bellevue,PA,Pennsylvania,42003,Allegheny
Pleasant Hills,Pleasant Hills,PA,Pennsylvania,42003,Allegheny
Carnegie,Carnegie,PA,Pennsylvania,42003,Allegheny
White Oak,White Oak,PA,Pennsylvania,42003,Allegheny
Clairton,Clairton,PA,Pennsylvania,42003,Allegheny
Oakmont,Oakmont,PA,Pennsylvania,42003,Allegheny
West View,West View,PA,Pennsylvania,42003,Allegheny
Forest Hills,Forest Hills,PA,Pennsylvania,42003,Allegheny
McKees Rocks,McKees Rocks,PA,Pennsylvania,42003,Allegheny
Crafton,Crafton,PA,Pennsylvania,42003,Allegheny
Duquesne,Duquesne,PA,Pennsylvania,42003,Allegheny
Coraopolis,Coraopolis,PA,Pennsylvania,42003,Allegheny
Turtle Creek,Turtle Creek,PA,Pennsylvania,42003,Allegheny
Fox Chapel,Fox Chapel,PA,Pennsylvania,42003,Allegheny
Bridgeville,Bridgeville,PA,Pennsylvania,42003,Allegheny
Green Tree,Green Tree,PA,Pennsylvania,42003,Allegheny
North Braddock,North Braddock,PA,Pennsylvania,42003,Allegheny
Avalon,Avalon,PA,Pennsylvania,42003,Allegheny
Tarentum,Tarentum,PA,Pennsylvania,42003,Allegheny
Glassport,Glassport,PA,Pennsylvania,42003,Allegheny
Millvale,Millvale,PA,Pennsylvania,42003,Allegheny
Port Vue,Port Vue,PA,Pennsylvania,42003,Allegheny
Sharpsburg,Sharpsburg,PA,Pennsylvania,42003,Allegheny
Etna,Etna,PA,Pennsylvania,42003,Allegheny
Springdale,Springdale,PA,Pennsylvania,42003,Allegheny
Mount Oliver,Mount Oliver,PA,Pennsylvania,42003,Allegheny
Ingram,Ingram,PA,Pennsylvania,42003,Allegheny
Pitcairn,Pitcairn,PA,Pennsylvania,42003,Allegheny
Homestead,Homestead,PA,Pennsylvania,42003,Allegheny
Brackenridge,Brackenridge,PA,Pennsylvania,42003,Allegheny
Edgewood,Edgewood,PA,Pennsylvania,42003,Allegheny
Churchill,Churchill,PA,Pennsylvania,42003,Allegheny
Aspinwall,Aspinwall,PA,Pennsylvania,42003,Allegheny
Bakerstown,Bakerstown,PA,Pennsylvania,42003,Allegheny
Imperial,Imperial,PA,Pennsylvania,42003,Allegheny
Liberty,Liberty,PA,Pennsylvania,42003,Allegheny
Verona,Verona,PA,Pennsylvania,42003,Allegheny
Emsworth,Emsworth,PA,Pennsylvania,42003,Allegheny
Gibsonia,Gibsonia,PA,Pennsylvania,42003,Allegheny
Wilmerding,Wilmerding,PA,Pennsylvania,42003,Allegheny
Braddock,Braddock,PA,Pennsylvania,42003,Allegheny
Greenock,Greenock,PA,Pennsylvania,42003,Allegheny
East McKeesport,East McKeesport,PA,Pennsylvania,42003,Allegheny
Rankin,Rankin,PA,Pennsylvania,42003,Allegheny
West Homestead,West Homestead,PA,Pennsylvania,42003,Allegheny
Braddock Hills,Braddock Hills,PA,Pennsylvania,42003,Allegheny
East Pittsburgh,East Pittsburgh,PA,Pennsylvania,42003,Allegheny
Ben Avon,Ben Avon,PA,Pennsylvania,42003,Allegheny
Dravosburg,Dravosburg,PA,Pennsylvania,42003,Allegheny
Cheswick,Cheswick,PA,Pennsylvania,42003,Allegheny
Edgeworth,Edgeworth,PA,Pennsylvania,42003,Allegheny
Sturgeon,Sturgeon,PA,Pennsylvania,42003,Allegheny
